car_name,brand,model,vehicle_age,km_driven,mileage,max_power,seats,selling_price
Volkswagen Polo,Volkswagen,Polo,9,58000,18.78,75,5,319000
Maruti Alto,Maruti,Alto,15,72145,19.7,46.3,5,65000
Maruti Wagon R,Maruti,Wagon R,5,24000,21.79,67.05,5,450000
Renault KWID,Renault,KWID,4,60000,24.04,67,5,380000
Maruti Alto,Maruti,Alto,6,22000,22.74,47.3,5,285000
Maruti Alto,Maruti,Alto,7,30000,22.74,47.3,5,200000
Maruti Celerio,Maruti,Celerio,5,71000,27.62,47,5,499000
Maruti Wagon R,Maruti,Wagon R,11,65000,18.9,67.1,5,110000
Hyundai Venue,Hyundai,Venue,2,21000,18.15,118.35,5,1199000
Maruti Celerio,Maruti,Celerio,4,28960,23.1,67.04,5,475000
Renault KWID,Renault,KWID,4,12000,23.01,67,5,385000
Maruti Alto,Maruti,Alto,3,31243,33.44,40.3,4,299000
Maruti Alto,Maruti,Alto,11,70000,19.7,46.3,5,135000
Maruti Alto,Maruti,Alto,9,90000,20.92,67.1,5,230000
Maruti Alto,Maruti,Alto,15,56000,19.7,46.3,5,175000
Datsun RediGO,Datsun,RediGO,3,18628,22.5,67,5,270000
Maruti Alto,Maruti,Alto,15,70000,19.7,46.3,5,100000
Maruti Celerio,Maruti,Celerio,7,29000,23.1,67.04,5,449000
Maruti Wagon R,Maruti,Wagon R,9,54000,18.9,67.1,5,290000
Maruti Alto,Maruti,Alto,11,100000,19.7,46.3,5,180000
Maruti Alto,Maruti,Alto,7,20000,23.95,67.05,5,270000
Maruti Celerio,Maruti,Celerio,6,76400,23.1,67.04,5,435000
Maruti Alto,Maruti,Alto,8,35000,22.74,47.3,5,185000
Maruti Alto,Maruti,Alto,5,28000,23.95,67.05,5,360000
Maruti Alto,Maruti,Alto,4,50000,24.7,47.3,5,290000
Maruti Celerio,Maruti,Celerio,3,39472,21.63,67.04,5,464000
Maruti Celerio,Maruti,Celerio,4,17210,23.1,67.04,5,468000
Maruti Alto,Maruti,Alto,15,100785,19.7,46.3,5,65000
Renault KWID,Renault,KWID,4,15000,23.01,67,5,370000
Maruti Celerio,Maruti,Celerio,5,67000,23.1,67.04,5,415000
Maruti Alto,Maruti,Alto,1,5000,22.05,47.3,5,400000
Maruti Alto,Maruti,Alto,3,58000,33.44,40.3,4,350000
Maruti Celerio,Maruti,Celerio,4,60000,23.1,67.04,5,400000
Maruti Alto,Maruti,Alto,6,15200,22.74,47.3,5,260000
Maruti Alto,Maruti,Alto,15,80000,19.7,46.3,5,100000
Maruti Alto,Maruti,Alto,8,8333,20.92,67.1,5,270000
Renault KWID,Renault,KWID,4,18000,25.17,53.3,5,350000
Maruti Alto,Maruti,Alto,6,16000,23.95,67.05,5,388000
Maruti Wagon R,Maruti,Wagon R,9,40000,18.9,67.1,5,240000
Maruti Wagon R,Maruti,Wagon R,9,58700,21.79,67.05,5,355000
Maruti Alto,Maruti,Alto,1,7000,22.05,47.3,5,365000
Maruti Alto,Maruti,Alto,3,25000,24.7,47.3,5,300000
Maruti Wagon R,Maruti,Wagon R,9,50000,18.9,67.1,5,230000
Maruti Alto,Maruti,Alto,8,60000,20.92,67.1,5,210000
Maruti Wagon R,Maruti,Wagon R,8,67370,26.6,58.16,5,270000
Maruti Wagon R,Maruti,Wagon R,7,65000,20.51,67.04,5,350000
Maruti Wagon R,Maruti,Wagon R,9,35000,18.9,67.1,5,300000
Hyundai Venue,Hyundai,Venue,2,6500,18.15,118.35,5,1100000
Maruti Baleno,Maruti,Baleno,4,60000,21.1,100.5,5,650000
Maruti Wagon R,Maruti,Wagon R,3,77000,26.6,58.16,5,485000
Maruti Alto,Maruti,Alto,12,86240,19.7,46.3,5,210000
Maruti Alto,Maruti,Alto,1,5000,22.05,47.3,5,290000
Maruti Wagon R,Maruti,Wagon R,15,37000,21.79,67.05,5,135000
Maruti Celerio,Maruti,Celerio,5,39500,27.62,47,5,430000
Maruti Wagon R,Maruti,Wagon R,16,96000,18.9,67.1,5,185000
Maruti Alto,Maruti,Alto,15,75000,19.7,46.3,5,105000
Maruti Alto,Maruti,Alto,2,8000,23.95,67.05,5,415000
Maruti Wagon R,Maruti,Wagon R,2,22000,26.6,58.16,5,517000
Maruti Celerio,Maruti,Celerio,6,110000,23.1,67.04,5,240000
Maruti Wagon R,Maruti,Wagon R,5,50000,26.6,58.16,5,320000
Maruti Alto,Maruti,Alto,14,69000,19.7,46.3,5,178000
Maruti Wagon R,Maruti,Wagon R,6,40000,20.51,67.04,5,400000
Maruti Alto,Maruti,Alto,1,10000,22.05,47.3,5,350000
Maruti Celerio,Maruti,Celerio,4,54202,23.1,67.04,5,435000
Maruti Alto,Maruti,Alto,10,72000,20.92,67.1,5,260000
Maruti Alto,Maruti,Alto,6,39949,23.95,67.05,5,375000
Maruti Alto,Maruti,Alto,10,19600,19.7,46.3,5,190000
Maruti Wagon R,Maruti,Wagon R,8,63000,21.79,67.05,5,330000
Renault KWID,Renault,KWID,4,36628,23.01,67,5,420000
Maruti Alto,Maruti,Alto,15,110000,19.7,46.3,5,125000
Maruti Celerio,Maruti,Celerio,6,40000,21.63,67.04,5,335000
Maruti Wagon R,Maruti,Wagon R,4,16000,20.51,67.04,5,425000
Maruti Wagon R,Maruti,Wagon R,6,65000,21.79,67.05,5,550000
Volkswagen Polo,Volkswagen,Polo,2,45000,17.74,75.1,5,650000
Renault KWID,Renault,KWID,3,16000,24.04,67,5,465000
Renault KWID,Renault,KWID,1,10000,23.01,67,5,470000
Maruti Alto,Maruti,Alto,9,52000,24.7,47.3,5,195000
Maruti Celerio,Maruti,Celerio,6,52000,23.1,67.04,5,450000
Renault KWID,Renault,KWID,5,14183,22.3,53.26,5,395000
Maruti Wagon R,Maruti,Wagon R,10,90000,26.2,58.2,5,280000
Maruti Wagon R,Maruti,Wagon R,12,26000,18.9,67.1,5,150000
Maruti Wagon R,Maruti,Wagon R,7,70000,20.51,67.04,5,325000
Renault KWID,Renault,KWID,3,25000,25.17,53.3,5,330000
Maruti Wagon R,Maruti,Wagon R,6,25000,20.51,67.06,5,375000
Maruti Alto,Maruti,Alto,9,25000,20.92,67.1,5,270000
Maruti Alto,Maruti,Alto,7,19000,22.74,47.3,5,325000
Maruti Wagon R,Maruti,Wagon R,3,40000,20.51,67.04,5,430000
Maruti Celerio,Maruti,Celerio,5,25000,23.1,67.04,5,480000
Maruti Alto,Maruti,Alto,12,80000,19.7,46.3,5,215000
Maruti Celerio,Maruti,Celerio,5,40775,23.1,67.04,5,445000
Maruti S-Presso,Maruti,S-Presso,1,5000,21.7,67,5,550000
Maruti Wagon R,Maruti,Wagon R,7,67532,26.6,58.16,5,315000
Maruti Celerio,Maruti,Celerio,5,100000,23.1,67.04,5,400000
Maruti Alto,Maruti,Alto,8,32000,23.95,67.05,5,240000
Maruti Alto,Maruti,Alto,14,60000,19.7,46.3,5,80000
Maruti Wagon R,Maruti,Wagon R,3,57000,32.52,58.33,5,435000
Maruti Alto,Maruti,Alto,5,6800,24.7,47.3,5,300000
Maruti Alto,Maruti,Alto,10,32000,20.92,67.1,5,200000
Maruti Alto,Maruti,Alto,4,20920,24.7,47.3,5,310000
Maruti Celerio,Maruti,Celerio,4,20000,23.1,67.04,5,450000
Maruti Celerio,Maruti,Celerio,7,39800,23.1,67.04,5,375000
Maruti Alto,Maruti,Alto,16,91000,19.7,46.3,5,125000
Maruti Alto,Maruti,Alto,4,9000,23.95,67.05,5,335000
Maruti Celerio,Maruti,Celerio,7,26000,23.1,67.04,5,460000
Renault KWID,Renault,KWID,5,40087,23.01,67,5,310000
Renault KWID,Renault,KWID,3,50000,25.17,53.3,5,300000
Maruti Celerio,Maruti,Celerio,5,27521,23.1,67.04,5,455000
Maruti Wagon R,Maruti,Wagon R,5,29000,20.51,67,5,365000
Maruti Celerio,Maruti,Celerio,6,15000,23.1,67.04,5,475000
Maruti Celerio,Maruti,Celerio,2,50000,31.79,58.33,5,390000
Maruti Celerio,Maruti,Celerio,6,50000,23.1,67.04,5,400000
Maruti Baleno,Maruti,Baleno,4,27232,21.1,100.5,5,695000
Maruti Alto,Maruti,Alto,7,60000,22.74,47.3,5,265000
Maruti Alto,Maruti,Alto,11,70000,19.7,46.3,5,245000
Maruti Alto,Maruti,Alto,6,70000,23.95,67.1,5,300000
Maruti Celerio,Maruti,Celerio,6,40000,23.1,67.04,5,400000
Maruti Alto,Maruti,Alto,7,30000,23.95,67.05,5,250000
Maruti Alto,Maruti,Alto,11,80000,20.92,67.1,5,160000
Maruti Wagon R,Maruti,Wagon R,4,66807,26.2,58.2,5,410000
Datsun RediGO,Datsun,RediGO,5,64968,22.7,53.64,5,250000
Maruti Wagon R,Maruti,Wagon R,10,70000,18.9,67.1,5,185000
Maruti Wagon R,Maruti,Wagon R,11,80000,18.9,67.1,5,163000
Maruti Celerio,Maruti,Celerio,2,23400,21.63,67.05,5,515000
Maruti Alto,Maruti,Alto,3,35112,24.7,47.3,5,359000
Maruti Alto,Maruti,Alto,8,90000,20.92,67.1,5,220000
Maruti Celerio,Maruti,Celerio,4,31000,21.63,67.04,5,499000
Maruti Wagon R,Maruti,Wagon R,16,50000,18.9,67.1,5,75000
Renault KWID,Renault,KWID,5,23500,25.17,53.3,5,375000
Maruti Alto,Maruti,Alto,11,40000,19.7,46.3,5,265000
Maruti Alto,Maruti,Alto,5,78950,30.46,47.3,5,299000
Renault KWID,Renault,KWID,6,30000,25.17,53.3,5,315000
Maruti Celerio,Maruti,Celerio,3,13000,23.1,67.04,5,415000
Maruti Wagon R,Maruti,Wagon R,13,80000,18.9,67.1,5,150000
Maruti Alto,Maruti,Alto,3,7377,23.95,67.1,5,399000
Renault KWID,Renault,KWID,4,12500,24.04,67,5,445000
Renault KWID,Renault,KWID,3,28000,23.01,67,5,420000
Maruti Celerio,Maruti,Celerio,3,47000,21.63,67.05,5,525000
Maruti Wagon R,Maruti,Wagon R,8,76221,26.2,58.2,5,315000
Ford Ecosport,Ford,Ecosport,6,40000,18.88,123.37,5,635000
Maruti Alto,Maruti,Alto,5,35000,23.95,67.05,5,300000
Maruti Alto,Maruti,Alto,3,15000,24.7,47.3,5,250000
Maruti Celerio,Maruti,Celerio,5,29330,23.1,67.04,5,451000
Maruti Alto,Maruti,Alto,8,50000,22.74,47.3,5,280000
Maruti Alto,Maruti,Alto,9,15000,20.92,67.1,5,220000
Datsun RediGO,Datsun,RediGO,5,11169,22.7,53.64,5,250000
Renault KWID,Renault,KWID,4,15335,23.01,67,5,380000
Renault KWID,Renault,KWID,4,25000,23.01,67,5,390000
Maruti Wagon R,Maruti,Wagon R,5,20012,21.79,67.05,5,400000
Maruti Celerio,Maruti,Celerio,4,15000,21.63,67.05,5,540000
Maruti Wagon R,Maruti,Wagon R,10,40000,18.9,67.1,5,350000
Renault KWID,Renault,KWID,5,39920,25.17,53.3,5,335000
Maruti Alto,Maruti,Alto,5,67100,22.74,47.3,5,275000
Maruti Celerio,Maruti,Celerio,2,5000,23.1,67.04,5,440000
Maruti Alto,Maruti,Alto,12,90000,19.7,46.3,5,110000
Maruti Alto,Maruti,Alto,9,70000,22.74,47.3,5,150000
Maruti Wagon R,Maruti,Wagon R,5,74844,33.54,67.04,5,390000
Maruti Celerio,Maruti,Celerio,4,44000,23.1,67.04,5,410000
Maruti Alto,Maruti,Alto,4,150000,24.7,47.3,5,320000
Renault KWID,Renault,KWID,4,20000,24.04,67,5,375000
Renault KWID,Renault,KWID,2,13000,23.01,67,5,445000
Renault KWID,Renault,KWID,2,18000,23.01,67,5,470000
Maruti Alto,Maruti,Alto,6,25000,23.95,67.05,5,360000
Maruti Wagon R,Maruti,Wagon R,3,4500,20.51,67.04,5,480000
Maruti Wagon R,Maruti,Wagon R,8,67000,14.6,61.6,5,275000
Renault KWID,Renault,KWID,4,10000,25.17,53.3,5,280000
Maruti Wagon R,Maruti,Wagon R,15,60000,18.9,67.1,5,80000
Maruti Wagon R,Maruti,Wagon R,7,83521,32.52,58.33,5,335000
Maruti Wagon R,Maruti,Wagon R,6,50000,26.6,58.16,5,450000
Renault KWID,Renault,KWID,3,30000,23.01,67,5,410000
Renault KWID,Renault,KWID,5,28000,25.17,53.3,5,285000
Maruti Wagon R,Maruti,Wagon R,8,64000,26.2,58.2,5,255000
Maruti Wagon R,Maruti,Wagon R,9,70000,18.9,67.1,5,220000
Maruti Wagon R,Maruti,Wagon R,7,68000,20.51,67.04,5,250000
Renault KWID,Renault,KWID,6,35000,25.17,53.3,5,265000
Maruti Celerio,Maruti,Celerio,4,50000,23.1,67.04,5,500000
Maruti Wagon R,Maruti,Wagon R,3,45000,26.6,58.16,5,420000
Maruti Wagon R,Maruti,Wagon R,6,21321,20.51,67.04,5,386000
Maruti Alto,Maruti,Alto,10,41000,20.92,67.1,5,215000
Maruti Celerio,Maruti,Celerio,6,60000,23.1,67.04,5,385000
Maruti Alto,Maruti,Alto,7,44000,30.46,47.3,5,275000
Renault KWID,Renault,KWID,4,29847,24.04,67,5,485000
Maruti Alto,Maruti,Alto,4,12706,24.7,47.3,5,313000
Renault KWID,Renault,KWID,2,2700,25.17,53.3,5,395000
